step time inner_iter continuity_l2 mom_u_l2 mom_v_l2
3520 3.410245e+00 1 1.137694e-05 1.166739e-11 8.696685e-16
3530 3.419353e+00 1 1.139522e-05 1.206230e-11 8.695954e-16
3540 3.428458e+00 1 1.141325e-05 1.233605e-11 8.695289e-16
3550 3.437559e+00 1 1.143113e-05 1.302589e-11 8.694687e-16
3560 3.446656e+00 1 1.144870e-05 1.283439e-11 8.694158e-16
3570 3.455750e+00 1 1.146611e-05 1.264609e-11 8.693696e-16
3580 3.464840e+00 1 1.148332e-05 1.246093e-11 8.693299e-16
3590 3.473927e+00 1 1.150032e-05 1.227885e-11 8.692966e-16
3600 3.483010e+00 1 1.151712e-05 1.209980e-11 8.692696e-16
3610 3.492089e+00 1 1.153373e-05 1.190058e-11 8.692490e-16
3620 3.501165e+00 1 1.155010e-05 1.172770e-11 8.692343e-16
3630 3.510238e+00 1 1.156626e-05 1.155769e-11 8.692255e-16
3640 3.519307e+00 1 1.158222e-05 1.139050e-11 8.692225e-16
3650 3.528372e+00 1 1.159801e-05 1.140328e-11 8.692254e-16
3660 3.537434e+00 1 1.161348e-05 1.123921e-11 8.692337e-16
3670 3.546492e+00 1 1.162879e-05 1.107785e-11 8.692477e-16
3680 3.555547e+00 1 1.164390e-05 1.091916e-11 8.692671e-16
3690 3.564599e+00 1 1.165879e-05 1.076310e-11 8.692918e-16
3700 3.573646e+00 1 1.167346e-05 1.060961e-11 8.693218e-16
3710 3.582691e+00 1 1.168792e-05 1.045865e-11 8.693570e-16
3720 3.591731e+00 1 1.170216e-05 1.031018e-11 8.693972e-16
3730 3.600769e+00 1 1.171618e-05 1.016416e-11 8.694424e-16
3740 3.609802e+00 1 1.172999e-05 1.002055e-11 8.694925e-16
3750 3.618833e+00 1 1.174358e-05 9.879304e-12 8.695475e-16
