step time inner_iter continuity_l2 mom_u_l2 mom_v_l2
3130 5.515140e+00 1 4.109226e-05 2.645071e-12 3.004106e-15
3140 5.531009e+00 1 4.116750e-05 2.644070e-12 3.004632e-15
3150 5.546869e+00 1 4.124196e-05 2.643150e-12 3.005177e-15
3160 5.562721e+00 1 4.131565e-05 2.642310e-12 3.005739e-15
3170 5.578566e+00 1 4.138858e-05 2.641550e-12 3.006320e-15
3180 5.594402e+00 1 4.146076e-05 2.640868e-12 3.006919e-15
3190 5.610231e+00 1 4.153220e-05 2.640263e-12 3.007536e-15
3200 5.626052e+00 1 4.160291e-05 2.639735e-12 3.008171e-15
3210 5.641864e+00 1 4.167290e-05 2.639283e-12 3.008824e-15
3220 5.657670e+00 1 4.174218e-05 2.638905e-12 3.009494e-15
3230 5.673467e+00 1 4.181076e-05 2.638601e-12 3.010181e-15
3240 5.689256e+00 1 4.187864e-05 2.638370e-12 3.010886e-15
3250 5.705038e+00 1 4.194584e-05 2.638211e-12 3.011609e-15
3260 5.720812e+00 1 4.201236e-05 2.638123e-12 3.012348e-15
3270 5.736578e+00 1 4.207821e-05 2.638105e-12 3.013104e-15
3280 5.752337e+00 1 4.214339e-05 2.638157e-12 3.013878e-15
3290 5.768088e+00 1 4.220793e-05 2.638277e-12 3.014668e-15
3300 5.783831e+00 1 4.227182e-05 2.638465e-12 3.015475e-15
3310 5.799567e+00 1 4.233507e-05 2.638719e-12 3.016298e-15
3320 5.815295e+00 1 4.239768e-05 2.639040e-12 3.017139e-15
3330 5.831015e+00 1 4.245967e-05 2.639426e-12 3.017995e-15
3340 5.846728e+00 1 4.252105e-05 2.639876e-12 3.018868e-15
3350 5.862433e+00 1 4.258181e-05 2.640390e-12 3.019757e-15
3360 5.878131e+00 1 4.264196e-05 2.640967e-12 3.020663e-15
3370 5.893821e+00 1 4.270151e-05 2.641606e-12 3.021584e-15
3380 5.909504e+00 1 4.276047e-05 2.642306e-12 3.022522e-15
3390 5.925179e+00 1 4.281885e-05 2.643066e-12 3.023475e-15
3400 5.940847e+00 1 4.287664e-05 2.949780e-12 3.033866e-15
3410 5.956507e+00 1 4.293393e-05 2.951253e-12 3.034843e-15
3420 5.972160e+00 1 4.299070e-05 2.952769e-12 3.035835e-15
3430 5.987806e+00 1 4.304691e-05 2.954328e-12 3.036843e-15
3440 6.003444e+00 1 4.310255e-05 2.955928e-12 3.037866e-15
3450 6.019075e+00 1 4.315760e-05 2.957571e-12 3.038905e-15
3460 6.034699e+00 1 4.321207e-05 2.959254e-12 3.039959e-15
3470 6.050315e+00 1 4.326597e-05 2.960978e-12 3.041028e-15
3480 6.065924e+00 1 4.331931e-05 2.962741e-12 3.042113e-15
3490 6.081526e+00 1 4.337207e-05 2.492749e-12 3.033593e-15
3500 6.097121e+00 1 4.342424e-05 2.493418e-12 3.034699e-15
3510 6.112708e+00 1 4.347586e-05 2.494132e-12 3.035821e-15
3520 6.128288e+00 1 4.352695e-05 2.494891e-12 3.036957e-15
3530 6.143861e+00 1 4.357753e-05 2.495694e-12 3.038108e-15
3540 6.159427e+00 1 4.362760e-05 2.496541e-12 3.039274e-15
3550 6.174985e+00 1 4.367717e-05 2.497431e-12 3.040455e-15
3560 6.190537e+00 1 4.372625e-05 2.498364e-12 3.041650e-15
3570 6.206081e+00 1 4.377483e-05 2.499339e-12 3.042860e-15
3580 6.221619e+00 1 4.382291e-05 2.500356e-12 3.044085e-15
3590 6.237149e+00 1 4.387050e-05 2.501413e-12 3.045324e-15
3600 6.252672e+00 1 4.391760e-05 2.502512e-12 3.046577e-15
3610 6.268189e+00 1 4.396420e-05 2.503651e-12 3.047845e-15
3620 6.283698e+00 1 4.401031e-05 2.504829e-12 3.049127e-15
3630 6.299200e+00 1 4.405592e-05 2.506047e-12 3.050424e-15
3640 6.314696e+00 1 4.410105e-05 2.507304e-12 3.051735e-15
3650 6.330184e+00 1 4.414569e-05 2.508598e-12 3.053059e-15
3660 6.345666e+00 1 4.418984e-05 2.509931e-12 3.054398e-15
3670 6.361140e+00 1 4.423351e-05 2.511301e-12 3.055751e-15
3680 6.376608e+00 1 4.427670e-05 2.512708e-12 3.057119e-15
3690 6.392069e+00 1 4.431941e-05 2.514151e-12 3.058499e-15
3700 6.407523e+00 1 4.436164e-05 2.515630e-12 3.059894e-15
3710 6.422970e+00 1 4.440340e-05 2.517145e-12 3.061303e-15
3720 6.438411e+00 1 4.444468e-05 2.518696e-12 3.062725e-15
3730 6.453845e+00 1 4.448549e-05 2.520281e-12 3.064161e-15
3740 6.469272e+00 1 4.452583e-05 2.521900e-12 3.065611e-15
3750 6.484692e+00 1 4.456570e-05 2.523553e-12 3.067075e-15
