step time f_darcy f_darcy_dpdx tau_avg u_bulk reynolds
2480 8.697764e-05 4.724663e-02 1.249098e-01 1.891230e-03 5.658897e-01 7.545196e+03
2490 8.698264e-05 4.775720e-02 1.274409e-01 1.873700e-03 5.602420e-01 7.469893e+03
2500 8.698767e-05 4.827309e-02 1.300230e-01 1.856329e-03 5.546512e-01 7.395349e+03
2510 8.699271e-05 4.879434e-02 1.326571e-01 1.839115e-03 5.491168e-01 7.321557e+03
2520 8.699778e-05 4.932101e-02 1.353444e-01 1.822056e-03 5.436381e-01 7.248509e+03
2530 8.700287e-05 4.985316e-02 1.380857e-01 1.805152e-03 5.382148e-01 7.176197e+03
2540 8.700798e-05 5.039083e-02 1.408823e-01 1.788401e-03 5.328460e-01 7.104614e+03
2550 8.701311e-05 5.093409e-02 1.437353e-01 1.771802e-03 5.275314e-01 7.033752e+03
2560 8.701826e-05 5.148299e-02 1.466457e-01 1.755353e-03 5.222703e-01 6.963604e+03
2570 8.702343e-05 5.203759e-02 1.496148e-01 1.739053e-03 5.170622e-01 6.894163e+03
2580 8.702862e-05 5.259795e-02 1.526436e-01 1.722901e-03 5.119066e-01 6.825421e+03
2590 8.703384e-05 5.316412e-02 1.557334e-01 1.706895e-03 5.068029e-01 6.757372e+03
2600 8.703907e-05 5.373616e-02 1.588855e-01 1.691034e-03 5.017506e-01 6.690007e+03
2610 8.704433e-05 5.431413e-02 1.621010e-01 1.675317e-03 4.967491e-01 6.623322e+03
2620 8.704961e-05 5.489810e-02 1.653813e-01 1.659743e-03 4.917980e-01 6.557307e+03
2630 8.705491e-05 5.548812e-02 1.687276e-01 1.644310e-03 4.868968e-01 6.491957e+03
2640 8.706023e-05 5.608425e-02 1.721413e-01 1.629018e-03 4.820449e-01 6.427265e+03
2650 8.706558e-05 5.668656e-02 1.756237e-01 1.613864e-03 4.772418e-01 6.363224e+03
2660 8.707094e-05 5.729510e-02 1.791762e-01 1.598848e-03 4.724870e-01 6.299827e+03
2670 8.707633e-05 5.790995e-02 1.828002e-01 1.583969e-03 4.677801e-01 6.237068e+03
2680 8.708175e-05 5.853115e-02 1.864971e-01 1.569225e-03 4.631205e-01 6.174940e+03
2690 8.708718e-05 5.915879e-02 1.902684e-01 1.554614e-03 4.585078e-01 6.113437e+03
2700 8.709264e-05 5.979291e-02 1.941155e-01 1.540137e-03 4.539415e-01 6.052553e+03
